study_id,deduplication_status,citation_screening_status,fulltext_screening_status,data_extraction_screening_status,data_source_type,data_source_name,data_source_url,citation_title,citation_abstract,citation_authors,citation_journal_name,citation_journal_volume,citation_pub_year,citation_keywords,fulltext_filename,fulltext_exclude_reasons
197954,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,THE IMPROVEMENT OF SOME SOIL HYDRAULIC PROPERTIES AND AGGREGATE STABILITY WITH DIFFERENT SOIL CONDITIONERS,"The successful management of water and soil conservation generally depends on the improvement of infiltration rate, aggregate stability and water-holding capacity of soil. This issue has gained importance among the environmental and agricultural researchers, and different studies have been conducted on a variety of natural and synthetic soil conditioners. This study provides highlights about improving soil properties for more effective water management with soil containers. Secondly, the objective of this study was to determine the effects of polyacrylamide (PAM), straw mulch (SM), and paper pellet (PP) on infiltration rate (IR), aggregate stability (AS) and water-holding capacity (WHC) of soil. Treatments were the application of PAM with irrigation water (10 mg.L-1), SM (1.25 and 2.5 kg.m(-2)), and waste PP (1.25 and 2.5 kg.m(-2)) mulching. The study results indicated that each treatment had particular effects on IR. PAM application had little effect on infiltration, and it was more effective on AS, when compared to other conditioners. SM and PP applications increased AS depending on the increase of organic matter content in the soil. PAM application at given concentrations had no significant effects on water-holding capacity. However, it can be inferred that other mulching applications had positive effects on field capacity and, thereby, on available water content depending on the mulching rate. It is well-known that the effect of PAM is observed especially during irrigation, and this is not permanent for soil amendment but has an instant effect for many conditions. However, using SM and PP is more appropriate, because of their low costs, more persistent effects, and opportunity to re-use residues.","Meral, Ramazan",,24,2015,,,
197955,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Paper mill residuals and compost effects on soil carbon and physical properties,"Use of organic by-products as soil amendments in agricultural production exemplifies a strategy for converting wastes to resources. The overall objective of this research was to evaluate the short- and intermediate-term effects of repeatedly amending sandy soil with paper mill residuals (PMR) and composted PMR in a vegetable rotation in Wisconsin's Central Sands. Specifically, we investigated the effects of PMR and composted PMR on total soil C and related these to changes in water-holding capacity and plant-available water (PAW). Amendment effects on irrigation requirements were estimated with a simple soil water balance model. The experimental design was replicated five times as a randomized complete block with four organic amendments: raw PMR, PMR composted alone (PMRC), PMR composted with bark (PMRB), and peat applied at two rates and a nonamended control. All amended treatments significantly increased total soil C relative to the nonamended control following applications in 1998 and 1999. One year following the second serial amendment, all PMR treatments increased PAW by 5 to 45% relative to the control. There was a significant positive linear relationship between total soil C and PAW. All amended treatments reduced the average amount of irrigation water required for potato production by 4 to 30% and the number of irrigation events by 10 to 90%. There was a clear trend of greater reduction in irrigation requirements with more carbon added. The cumulative effects of repeated additions of PMRB suggest that certain composts might sustain elevated PAW and reduce irrigation requirements beyond one year.","Cooperband, LR; Foley, BJ",,31,2002,,,
197956,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,THE INFLUENCE OF LAKE SEDIMENTS ON SANDY LOAM SOIL PROPERTIES AND CROP YIELD,"In the silty Lithuanian lakes about 1.5 milliard m(3) of sediments are accumulated. These sediments represent a valuable organic matter, which can be used for fertilization and improving of soil. In order to study the possibilities of their application for improvement of an infertile environmental object soil: sandy loam cambisol (CM), experiments were carried out at the Yoke Branch of Lithuanian Research Centre for Agriculture and Forestry. Investigations on the effectiveness of organic lake sediments were conducted on background material containing no mineral fertilizers and with minimum rate of N30-60P30-40K50-60 fertilizers in 1999-2009. The obtained results verified that soil fertilization with various rates of organic lake sediments and its mixtures with manure and sewage influenced the productivity of crop rotation. The higher rate of organic (40 t ha(-1)) sediments increased the contents of total nitrogen and humus in soil. Fertilization with mineral fertilizers compensated the amounts of mobile phosphorus and potassium, which are needed for plants to grow. The application of sediments positively influenced the physical properties of sandy loam cambisols. The organic sediments increased the humidity and porosity and reduced the soil density.","Asakaviciute, Rita; Baksiene, Eugenija; Razukas, Almantas; Romanovskaja, Danuta; Tripolskaja, Liudmila",,32,2015,,,
197957,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Successional dynamics of soil characteristics in a long fallow agricultural system of the high tropical Andes,"To detect soil changes related to vegetation and fertility restoration in a long fallow agricultural system of the Venezuelan Andes, 32 soil (A horizon, 0- 15 cm depth) and litter characteristics were studied in plots at different stages of the fallow-cultivation cycle. Four sectors of the valley were sampled, each one including seven plots: recently ploughed after a long fallow period; 1 and 2 years under potato crop; 1, 4 5 and 8 years in fallow and natural vegetation. Each sector had similar topography, parent material and exposure to reduce the spatial heterogeneity that can hinder the synchronic analysis of the succession. Data of each sector were standardized before the statistics comparisons. Although all soils were acidic, those involved in the cropping cycle, or with only 1 year of fallow, had a significantly lower pH than the others, indicating that soil cultivation triggered off acidifying processes intense enough to overcome the strong buffering indices of the soils. These acidifying processes, facilitated by the acidity generating ions that widely dominate the desaturated CEC, are surely due to the stimulation of litter and soil organic matter mineralization after ploughing the soil and also to the N fertilization of the cultivated soils. The high soil contents of exchangeable Al3+ and free Al oxides suggest that Al plays an important role in SOM stabilization, lowering its mineralization. No successional increase of any main plant nutrient was found in soil or litter. Moreover, soil available P and litter-P contents are higher during the cultivation phase and at the beginning of the succession, probably as a consequence of fertilization. Water holding capacity was similar for all soils, indicating that this long fallow agriculture system does not change the water storage capability of the soil, an important aspect for the role of the paramo in the regional water balance. The main characteristics of soils and litters, including their delta C-13 values, were useless to monitor soil changes during cultivation and fallowing. Nevertheless, the delta N-15 values of SOM decreased steadily along the crop-fallow chronosequence, while those of litterfall were rather constant from recently ploughed to 1 year fallow soils, decreasing suddenly on medium fallow, plots and again on the virgin paramo. Together, the delta N-15 values of soil- and litter-N grouped the soils following the crop-fallow chronosequence, suggesting that a change from `open' to `closed' N cycling is the characteristic that better discriminates the soils along the succession. (C) 2002 Elsevier Science Ltd. All rights reserved.","Abadin, J; Carballas, T; Gonzalez-Prieto, SJ; Sarmiento, L; Villar, MC",,34,2002,,,
197962,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Evaluation of Microalgae as Microbial Fertilizer,"Microalgal biomass is utilized in many fields such as food, agriculture, energy, and cosmetic sectors. It is very well known that chemical fertilizer adversely affect soil, plant, and environment. To reduce this effect in recent years, interest to organic farming has been increasing. In this study, microbial fertilizers obtained from microalgae was applied to maize and wheat plants. Microbial fertilizers at four different doses were applied, namely, S1 (control: 0,00 dose-non fertilizer), S2 (0.50 dose), S3 (1.00 dose), and S4 (1.50 dose). All measurements were made at the end of 30th days. The best results were determined for S3 dose applications. During the experiment, the soil temperature between 15 and 30 degrees C and soil pH values between 6.5 and 8.5 were maintained. The results showed that the amount of soil organic matter and the water holding capacity were improved. Finally, microbial fertilizers obtained from microalgae can be reported to have positive effects on soil, plants and therefore environment.","Ekinci, Kamil; Uysal, F. Ozge; Uysal, Onder",,4,2015,,,
197963,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Macroaggregate characteristics in cultivated soils after 25 annual manure applications,"Agricultural management practices that after the soil organic matter (SOM) content are expected to cause changes in soil stability and aggregation. Animal manure is a source of organic matter (OM) that has been demonstrated to increase macroaggregate formation and stability. The objectives of this study were to determine how long term cattle manure applications to a calcareous Haploboroll clay loam (Lethbridge, AB, Canada) affected aggregate size distribution, the total C, N, and P content of aggregate size fractions, and water-stable aggregates. Beef cattle manure applied at rates >30 Mg ha(-1) yr(-1) under dryland production and >60 Mg ha(-1) yr(-1) to soils under irrigation resulted in fewer dry-sieved aggregates >7.1 mm and more dry-sieved aggregates between 0.47 and 1.2 mm in the 0- to 5-cm depth, compared with unamended soils. The dry-sieved aggregate fractions between 0.47 and 1.2 mm include the <0.84-mm fraction that has been associated with increased susceptibility to wind erosion in the Canadian semiarid prairies. There was more total C, N, and P in all dry-sieved aggregate fractions of soils receiving >30 Mg manure ha(-1) yr(-1) than unamended soils, and dry-sieved aggregates between 0.47 and 2.0 mm tended to have the highest C, N, and P contents. Water aggregate stability was higher in irrigated than dryland soils, but did not improve with increasing manure application rates. Dispersing agents in the cattle manure appear to have destabilized the larger soil macro aggregates.","Chang, C; Whalen, JK",,66,2002,,,
197964,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Water Stability of Soil Aggregates in Different Systems of Tillage,"The influence of various agrotechnical measures on macrostructural changes in topsoil and subsoil was studied in the course of a four-year experiment. Macrostructure was evaluated according to the ability of soil aggregate to resist degradation. Three variants of soil tillage were established: ploughing to a depth of 0.22 m, reduced tillage (subsoiling to 0.35-0.40 m, and shallow disking of soil to a depth of 0.15 m). For observation, three locations were chosen in various production areas of the Czech Republic with differing soil and climatic conditions. In these locations crops were grown under the same crop rotation: rapeseed (Brassica napus L.), wheat (Triticum aestivum L.), maize (Zea mays), wheat (Triticum aestivum L.), and barley (Hordeum vulgare). After four years of different tillage, a change in the water stability of soil aggregates (WSA) was evident. It was found out that reduced tillage of soil positively influenced both the WSA and the yield of the crops grown. A relationship of positive dependence between WSA, the content of humus substances, and cation exchange capacity of soil was also found. According to the obtained results, for agricultural practice a classification scale of structural quality was proposed on the basis of statistics of one variable (average, its mean error and distribution normality).","Badalikova, Barbora; Bartlova, Jaroslava; Pokorny, Eduard; Pospisilova, Lubica; Sarapatka, Borivoj",,10,2015,,,
197965,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,The use of compost as an ecological alternative for sustainable production of hot pepper (Capsicum annuum L.) in arid zones,"Hot pepper (Capsicum annuum L.) is one of the most important crops in Mexico and other countries. This crop, as many others do, faces the loss of soil fertility, one of the most serious problems in agriculture, especially in arid lands. Regarding the importance of the organic matter in soil, we carried out experiments with the variety Anaheim THR 23(C) in an and soil. Three doses of compost were applied as treatments (25, 50, and 100t(.)ha(-1)). These applications were compared with a control without compost in order to determine the doses for major production. Soil humidity, field capacity, available moisture, total porosity, apparent and real density, and permanent wilting point were evaluated. Results showed that the highest doses improved all these physical characteristics of the soil. While there were no significant differences (P=0.05) between treatments, the best yield was obtained with the treatment of 25t(.)ha(-1). Based on the results, the latter dose is recommended for hot pepper production in and lands. Higher doses could be useful to improve physical soil conditions in the short term.","Garcia-Hernandez, JL; Larrinaga-Mayoral, JA; Murillo-Amador, B; Nieto-Garibay, A; Troyo-Dieguez, E",,27,2002,,,
197967,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Long term effect of municipal waste disposal on soil properties and productivity of sites used for urban agriculture in Abakaliki, Nigeria","An assessment on the impact of long term (20 years) municipal waste disposal on soil physicochemical properties and soil productivity in municipal waste dump sites was carried out in urban Abakaliki, southeastern Nigeria, Profile pits were dug at selected points and auger and core samples were collected from different soil horizons of dump and non-dump sites using free survey technique to choose observation points. There were differences in particle size distribution between dump and non-dump sites, Similarly, soil bulk density was lower by 9-13% while total porosity and hydraulic conductivity were higher by 9-14% and 240-463%, respectively, in the dump site relative to non-dump sites. Soil organic matter, total nitrogen, cation exchange capacity (CEC) and percent base saturation increased from 701 to 743, 646 to 740, 7% to 10% and 5% to 14%, respectively, in the dump site soil relative to non-dump site soil. These results were confirmed by a high coefficient of alienation (degree of unrelatedness, root1-R-2) in bulk density, 0.65; total porosity, 0.58: hydraulic conductivity, 0.87; organic matter, 0.93; total N, 0.82; pH, 0.85 and cation exchange capacity, 0.97 between dump and non-dump soils. Heavy metals (Pb, Cu, Fe and Zn) increased by between 214% and 2040% in dump site soils relative to non-dump site soil. This may lead to increased uptake of metals by some test crops although their transfer ratios differ from crop to crop, Long term dumping of municipal wastes can influence soil properties and productivity at municipal waste dump sites but still may be used for farming provided that ecotoxological risks associated with its usage are continuously assessed and controlled. (C) 2002 Elsevier Science Ltd. All rights reserved.","Anikwe, MAN; Nwobodo, KCA",,83,2002,,,
197968,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Preferential flow paths in two alluvial soils with long-term additions of pig slurry in the Mediterranean zone of Chile,"Spatial variability of soil hydraulic properties helps to understand the complexity and dynamic patterns of solute distributions in soils. This study assessed the effects of slurry additions and soil physical properties on preferential flow and nitrate concentrations in two Mediterranean soils of central Chile under conventional agriculture management with long-term slurry additions. Two alluvial basins continuously cropped with maize (Zea mays) were selected, Pichidegua (Mollic Xerofluvent) and San Pedro (Fluventic Humixerept). Soils that had been amended with pig slurry were compared with unamended controls. Soil texture, bulk density, particle density, organic matter, porosity and hydraulic conductivity (Ks) were measured. Soil nitrate concentrations at different depths were determined every 2 weeks during the study, and a dye tracer test using Brilliant Blue FCF was conducted on each soil. Digital picture analysis was then performed to classify flow types in the soil profiles through the distribution of stained path width. Stained path width allowed classification of soil flow types. Preferential flow showed no evidence of being affected by pig slurry; the stained patterns were mainly explained by tillage and soil physical properties, such as texture and Ks. Matrix flow-types in the first horizon grading to macropore flow-types at depth characterised all profiles, except San Pedro amended soil, where homogeneous matrix flow dominated through the entire profile. Concentrations of nitrate showed temporal variation during the measurement season, mainly due to the mineralisation-immobilisation budget and leaching, both triggered by Mediterranean climate conditions. Physical properties helped to explain nitrate distribution in the studied soils.","Casanova, Manuel; Fuentes, Ignacio; Najera, Francisco; Padarian, Jose; Salazar, Osvaldo; Seguel, Oscar",,53,2015,,,
197973,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Changes in porosity and microaggregation in clayey Ferralsols of the Brazilian Cerrado on clearing for pasture,"Ferralsols have a macrostructure that is weak to moderate and a strong microstructure consisting of near spherical microaggregates. We have studied the evolution of the structure under changing land use in two Ferralsols under a native Cerrado and under pasture sowed after recent clearing by measuring bulk density. We studied the microaggregates' characteristics and resulting porosity using scanning electron microscopy and mercury porosimetry, respectively. Microaggregates 50-300 mum in diameter are attributed to termites. They were in a much closer arrangement from the surface to 1 m depth under pasture than under Cerrado. Larger microaggregates, 500-1000 mum in diameter, that are closely packed, resulted from earthworm activity. They were more numerous under pasture than under Cerrado. Thus within a few years, clearing and grazing have caused a dramatic decrease in microstructure that is one of the rare favourable characteristics of Ferralsols for agriculture. This evolution that affects the subsoil to 80-90 cm cannot be attributed to compaction by mechanical deforestation alone but seems to result from a change in the faunal activity in the soil. Finally, the packing of the clay particles within the microaggregates was similar whatever the type of microaggregate and land use. Our results accord with earlier studies showing that the porosity resulting from clay packing varies little in Ferralsols in which the fine material is mainly kaolinite.","Balbino, LC; Brossard, M; Bruand, A; Grimaldi, M; Guimaraes, MF; Hajnos, M",,53,2002,,,
197974,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Aggregate stability and associated C and N in a silty loam soil as affected by organic material inputs,"To make recycling utilization of organic materials produced in various agricultural systems, five kinds of organic materials were applied in a field test, including crop straw (CS), biogas residue (BR), mushroom residue (MR), wine residue (WR), pig manure (PM), with a mineral fertilizer (CF) and a no-fertilizer (CK) treatment as a control. Our objectives were: i) to quantify the effects of organic materials on soil C and N accumulation; ii) to evaluate the effects of organic materials on soil aggregate stability, along with the total organic carbon (TOC), and N in different aggregate fractions; and iii) to assess the relationships among the organic material components, soil C and N, and C, N in aggregate fractions. The trial was conducted in Wuqiao County, Hebei Province, China. The organic materials were incorporated at an equal rate of C, and combined with a mineral fertilizer in amounts of 150 kg N ha(-1), 26 kg P ha(-1) and 124 kg K ha(-1) respectively during each crop season of a wheat-maize rotation system. The inputted C quantity of each organic material treatment was equivalent to the total amount of C contained in the crop straw harvested in CS treatement in the previous season. TOC, N, water-stable aggregates, and aggregate-associated TOC and N were investigated. The results showed that organic material incorporation increased soil aggregation and stabilization. On average, the soil macroaggregate proportion increased by 14%, the microaggregate proportion increased by 3%, and mean-weight diameter (MWD) increased by 20%. TOC content followed the order of PM>WR>MR>BR>CS>CK>CF; N content followed the order WR>PM>MR>BR>CS>CF>CK. No significant correlation was found between TOC, N, and the quality of organic material. Soil silt and clay particles contained the largest part of TOC, whereas the small macroaggregate fraction was the most sensitive to organic materials. Our results indicate that PM and WR exerted better effects on soil C and N accumulation, followed by MR and BR, suggesting that organic materials from ex situ farmland could promote soil quality more as compared to straw returned in situ.","Bin-bin, Wang; Jian-xiong, Huang; Juan-xiu, Zou; Ling-ling, Yan; Pan, Long; Peng, Sui; Peng, Yan; Wang-sheng, Gao; Yuan-quan, Chen",,14,2015,,,
197977,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of agricultural management on tenosols in northern Tasmania,"Attributes of 15 Tasmanian sandy tenosols were assessed using field and laboratory techniques to determine differences under 3 typical forms of agricultural management: long-term pasture, cropping with shallow tillage using discs and tines, and cropping (including potatoes) with more rigorous and deeper tillage including deep ripping and powered implements. Soil organic carbon in the surface 75 mm was 2.6% under long-term pasture compared with 1.1% in rigorously tilled cropping paddocks. Readily oxidisable carbon concentrations were 2.3 mg/g and 1.0 mg/g, respectively. These differences were negatively correlated with the number of years cropped, which we viewed with concern. Infiltration rate was greater and shear strength less in cropped paddocks compared with long-term pasture. Dry bulk density was greater and total porosity and macroporosity were less in rigorously tilled paddocks. Subsoil compaction was apparent in paddocks which had grown potatoes. Cropping was not clearly associated with smaller or less stable aggregates. A survey of farmers' perceptions found that they identified more healthy than unhealthy soil attributes under all management histories. Significant negative correlations were found between the number of unhealthy attributes identified in a farmer survey and laboratory-determined water-stable aggregates and mean weight diameter of dry soil aggregates. The effects of cropping are not associated with a broad range of degraded soil attributes on these Tasmanian tenosols.","Cooper, J; Cotching, WE; McCorkell, BE; Rowley, W; Sparrow, LA",,40,2002,,,
197979,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of agricultural management on dermosols in northern Tasmania,"Attributes of 15 Tasmanian dermosols were assessed using field and laboratory techniques to determine changes associated with 3 typical forms of agricultural management: long-term pasture, cropping with shallow tillage using discs and tines, and cropping (including potatoes) with more rigorous and deeper tillage including deep ripping and powered implements. Soil organic carbon in the surface 75 mm was 7.0% under long-term pasture compared with 4.3% and 4.2% in cropped paddocks. Microbial biomass carbon concentrations were 217 mg/kg, 161 mg/kg, and 139 mg/kg, respectively. These differences were negatively correlated with the number of years cropped. Greater bulk densities were found in the surface layer of cropped paddocks but these were not associated with increased penetration resistance or decreased infiltration rate and are unlikely to impede root growth. Long-term pasture paddocks showed stronger structural development and had smaller clods than cropped paddocks. Vane shear strength and penetration resistance were lower in cropped paddocks than under long-term pasture. Many soil attributes showed no significant differences associated with management. Including potatoes in the rotation did not appear to affect these dermosols, which indicates a degree of robustness in these soils.","Cooper, J; Cotching, WE; McCorkell, BE; Rowley, W; Sparrow, LA",,40,2002,,,
197981,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Comparison of structural stability, carbon fractions and chemistry of krasnozem soils from adjacent forest and pasture areas in south-western Victoria","Basalt-derived krasnozems are generally well-structured soils; however, there is a concern that intensive agricultural practices may result in an adverse decline in soil organic carbon, organic matter chemistry, and structural quality over time. A study was conducted on loam to silty clay loam krasnozems (Ferrosols) near Ballarat in south-western Victoria to assess changes in soil C, soil structural stability, and C chemistry, at the 0-10 cm soil depth, under 3 paired sites consisting of adjacent long-term forest (Monterey pine or eucalyptus) v. 30 year cropping [3 year pasture-2 year crops (potato and a root crop or grain)]. Soil structural stability was also characterised in the A and B horizons under long-term eucalyptus and several cropped sites. Organic C levels in the A horizons for all the soils were relatively high, ranging from 46 to 89 g/kg. A lower organic C (30%), associated mainly with loss of the sand-sized (> 53 mum) macro-C fraction, and a decrease in exchangeable Ca and Mg was found in the agricultural soils, compared with forest soils. Physically protected C in the <53 &mu;m fraction, as indicated by UV photo-oxidation, was similar among soils. Wet sieving indicated a decline of both C and N concentration in water-stable aggregates and the degree of macro-aggregation under agricultural soils, compared with the forest soils. However, soil structural changes under cropping were mainly related to a decline in the >5 mm sized aggregates, with no deleterious increase in the proportion of 0.10 mm aggregates. Solid state C-13 NMR spectroscopy indicated a decrease in O-alkyl and alkyl C under pasture and cropping compared with forest soils, which was in agreement with the decline in the macro-C fraction. Characterisation of C chemistry following UV photo-oxidation showed that charcoal C (dominant presence of aryl C) accounted for 30% of the total soil organic C, while other functional groups (polysaccharides and alkyl C) were probably protected within micro-aggregates. Based on soil organic C and aggregate stability determinations alone, the implications for soil physical quality, soil loss, and diffuse pollution appear minimal.","Carter, MR; MacEwan, RJ; Skjemstad, JO",,40,2002,,,
197982,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Self-restoration of post-agrogenic soils of Calcisol-Solonetz complex: Soil development, carbon stock dynamics of carbon pools","This chronosequential study focusses on the vegetation succession, pedogenesis, carbon stocks and different carbon pools of post-agrogenic Calcisol-Solonetz complexes in the dry steppe zone of Russia. The sites were comparable in terms of climate, soil texture and land-use history, but differed in the duration of agricultural abandonment, covering 1, 7, 12, 17 and 42 years of self-restoration. During self-restoration without direct human impact, the vegetation developed towards a steppe with dominance of Artemisia lercheana/pauciflora and Stipa pennata. After 17 years, the abundance of Artemisia pauciflora indicated again the Solonetz locations within the Calcisol-Solonetz complex, which were not visible during arable land use. Pedogenesis resulted in the recovery of the natural soil structure-fine subangular polyhedral for Calcisol and crumble fine platy for Solonetz. The recovery of soil structure of Solonetz was in accordance with a decline of water-stable aggregates from 84% to 68%. The plow features were still well visible after 42 years of self-restoration in both soil groups. Partial integration of Btn materials into the plow layer induced a pH increase during cultivation of the Solonetzes, while slight pH decreases were observed during self-restoration afterwards. Other chemical properties of both soil groups remained unchanged. Post-agrogenic Solonetzes showed an exchange sodium percentage (ESP) below 5.0% and an electrical conductivity (ECe) below 50 mS m(-1) at the topsoil during the period of self-restoration. The development towards natural soils was observed in terms of soil organic carbon (SOC) dynamics. SOC stocks of the Calcisols increased slowly from 2.0 to 3.5 kg m(-2) in the upper 0-0.5 m, comprising 64% of the natural soil. SOC stocks of the Solonetzes grew from 1.7 to 3.1 kg m(-2) in the upper 0-05 m and almost reached the level of natural soil already after 12 years of self-restoration. The long-term modelling showed a recovery of SOC stocks almost after 100 years for the Calcisol and the Solonetz chronosequences. The nutrient dynamics traced SOC dynamics during the self-restoration. The investigation of different carbon pools showed a significant organic carbon (OC) enrichment of the density fractions <1.8 g cm(-3) (free particulate organic material (POM) and occluded POM) and the density fractions >1.8 g cm(-3) (sand coarse/medium silt, fine silt, clay) following an increase of total SOC during self-restoration. In the Calcisol chronosequence, the dynamics of all fractions was close to the dynamics of total SOC with the exception of free POM showing a moderate accumulation rate in relation to total SOC. Post-agrogenic Solonetzes showed a more intensive accumulation of free POM and a slower OC sequestration in aggregates compared to total SOC. Both chronosequences showed comparable recovery rates for the passive SOC pool and total SOC. Despite all these alterations the study showed no full restoration for many parameters within the chronosequential time scale of 42 years. (C) 2014 Elsevier B.V. All rights reserved.","Barmin, A. N.; Chertov, C.; Dolgikh, A. V.; Giani, Luise; Goryachkin, S. V.; Kalinina, Olga; Lyuri, D. I.",,237,2015,,,
197983,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of agricultural management on Vertosols in Tasmania,"Attributes of 21 Vertosols in 2 different regions of Tasmania were assessed using field and laboratory techniques to determine differences associated with 3 local forms of agricultural management ( long-term pasture, rain-fed cropping, and irrigated cropping). Vertosols in the northern Midlands had better physical properties ( lesser bulk density and penetration resistance, and greater porosities and water holding capacities), poorer nutrient status ( lower pH, exchangeable bases, and extractable P), and better biological properties ( greater organic carbon (OC), carbon fractions F1 and F3, and more worms) than south-eastern Vertosols. When adjusted for clay content, cropped sites had less soil OC than pasture sites at 0-75 mm depth. Readily oxidisable ( fraction F1) carbon in the surface 75 mm was 3.6 mg/g and 6.9 mg/g under long-term pasture compared with 2.5 mg/g and 3.9 mg/g in irrigated cropped paddocks on south-eastern and Midlands sites, respectively. Soil organic carbon values were positively correlated with physical and chemical soil properties. Long-term pasture paddocks showed stronger structural development and had smaller aggregates than cropped paddocks, which had more larger clods. Vane shear strength and penetration resistance were less in rainfed cropped paddocks compared with long-term pasture but this effect was not apparent on irrigated cropped paddocks. Farmers considered that a majority of their soil attributes were healthy under all management histories but strategies for maintaining organic matter levels and minimising clod formation by tillage are essential for long-term sustainable use of these Vertosols.","Cooper, J; Cotching, WE; Hawkins, K; McCorkell, BE; Rowley, W; Sparrow, LA",,40,2002,,,
